squadra,nome,id_fantacalcio,status,note,gerarchia_portiere
Lazio,Marusic,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lazio,Doekhi,6320,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lazio,Romagnoli,460,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lazio,Pedraza,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Tavares. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lazio,Taylor,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lazio,Rovella,,BALLOTTAGGIO,"Non ha il posto fisso e si gioca il ruolo di regista con Cataldi. SOS Fanta guida 2026/27, pag. 3.",
Lazio,Frattesi,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lazio,Cancellieri,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Isaksen. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lazio,Dia,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Ratkov. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lazio,Zaccagni,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lazio,Tavares,,BALLOTTAGGIO,"Alternativa in ballottaggio con Pedraza. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lazio,Isaksen,6398,TITOLARE,"E rientrato e, recuperata la condizione, sfidera Cancellieri per il posto. SOS Fanta guida 2026/27, pag. 3.",
Lazio,Ratkov,,BALLOTTAGGIO,"Alternativa in ballottaggio con Dia. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lazio,Dele-Bashiru,,BALLOTTAGGIO,"Si gioca una maglia da mezzala; solo Taylor ha un posto assegnato. SOS Fanta guida 2026/27, pag. 3.",
Lazio,Noslin,,RISERVA,"Panchina G1 (60%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026",
Lazio,Motta,7337,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Gerarchia da definire, ma parte davanti Mandas tra i pali nella Lazio con l'arrivo di Gattuso. Alle sue spalle Motta che ha convinto nel finale della scorsa stagione. Completa il terzetto Renzetti visto che Furlanetto si è rotto il crociato e tornerà solo nel 2027.",SECONDO
Lazio,Pinamonti,2038,TITOLARE,"E passato alla Lazio e conserva prospettive da titolare. SOS Fanta guida 2026/27, pag. 4.",
Lazio,Cataldi,333,BALLOTTAGGIO,"Si gioca con Rovella il posto da regista. SOS Fanta guida 2026/27, pag. 3.",
Lecce,Falcone,2134,TITOLARE,"SOS Fanta gerarchia portieri 2026/27: primo. Nessun dubbio sul primo portiere del Lecce, è confermatissimo Wladimiro Falcone. Novità alle spalle: è arrivato Bleve dalla Carrarese e sarà lui il secondo portiere dopo l'addio di Fruchtl, con Penev che dovrebbe essere il terzo.",PRIMO
Lecce,Danilo Veiga,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lecce,Gaspar,,TITOLARE,"E il titolare della difesa di Di Francesco; Siebert insegue. SOS Fanta guida 2026/27, pag. 2.",
Lecce,Tiago Gabriel,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lecce,Gallo,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lecce,Coulibaly,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lecce,Ngom,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Gorter. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lecce,Berisha,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Gandelman. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lecce,Pierotti,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lecce,Geubbels,5029,BALLOTTAGGIO,"E avanti a Stulic nella corsa alla maglia da centravanti. SOS Fanta guida 2026/27, pag. 4.",
Lecce,N'Dri,7001,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lecce,Siebert,,BALLOTTAGGIO,"Alternativa in ballottaggio con Gaspar. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lecce,Gorter,,BALLOTTAGGIO,"Alternativa in ballottaggio con Ngom. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lecce,Gandelman,,BALLOTTAGGIO,"Alternativa in ballottaggio con Berisha. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Lecce,Stulic,7252,BALLOTTAGGIO,"Insegue Geubbels nella gerarchia del centravanti. SOS Fanta guida 2026/27, pag. 4.",
Lecce,Maleh,,BALLOTTAGGIO,"Nella XI indicata per G1; alternativa reale in mediana. Fantacalcio.it probabili G1, agg. 22/08/2026",
Lecce,Ivan Ilic,,TITOLARE,"Arriva per essere titolare a centrocampo. SOS Fanta guida 2026/27, pag. 3.",
Lecce,Fatah,,BALLOTTAGGIO,"Puo essere titolare sull'esterno offensivo. SOS Fanta guida 2026/27, pag. 4.",
Milan,Maignan,4312,TITOLARE,"SOS Fanta gerarchia portieri 2026/27: primo. Il titolarissimo tra i pali del Milan è Mike Maignan e non c'è alcun dubbio. Alle sue spalle, secondo Sky, si è ribaltata la situazione col giovane Torriani che sarà il secondo dopo aver disputato un gran precampionato, decisione di Amorim; mentre Terracciano al momento è il terzo ma non è escluso che possa partire. Dovesse andare via, cambierà il terzo, ma il secondo rimane Torriani.",PRIMO
Milan,Gila,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Milan,Gabbia,4401,TITOLARE,"Il dualismo con De Winter per un posto in difesa e concreto. SOS Fanta guida 2026/27, pag. 2.",
Milan,Pavlovic,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Milan,Saelemaekers,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Chukwueze. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Milan,Modric,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Milan,Rabiot,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Milan,Moreira,,BALLOTTAGGIO,"Si gioca inizialmente il posto a sinistra con Bartesaghi. SOS Fanta guida 2026/27, pag. 3.",
Milan,Pulisic,2423,TITOLARE,"SOS Fanta guida centrocampisti 2026/27: edema osseo e microfrattura, rischio avvio dalla panchina; titolare al recupero. Fonte utente.",
Milan,Leao,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Milan,Chukwueze,4856,TITOLARE,"Alternativa in ballottaggio con Saelemaekers. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Milan,Jashari,,RISERVA,"Panchina/G1: alternativa di centrocampo. Fantacalcio.it probabili G1, agg. 22/08/2026",
Milan,Loftus-Cheek,,RISERVA,"Nella XI indicata per G1; alternativa tra mediana e trequarti. Fantacalcio.it probabili G1, agg. 22/08/2026",
Milan,De Winter,,BALLOTTAGGIO,"E in ballottaggio concreto con Gabbia dopo il maggiore spazio ricevuto. SOS Fanta guida 2026/27, pag. 2.",
Milan,Ramos G.,6397,TITOLARE,SOS Fanta guida attaccanti 2026/27: nuovo centravanti titolare del Milan. Fonte utente.,
Milan,Bartesaghi,6496,BALLOTTAGGIO,"Contende inizialmente a Moreira il posto sulla corsia sinistra. SOS Fanta guida 2026/27, pagg. 2-3.",
Milan,Cissè A.,6618,BALLOTTAGGIO,"Non e titolare fisso, ma rimane nelle rotazioni di Amorim. SOS Fanta guida 2026/27, pag. 3.",
Monza,Thiam,4485,TITOLARE,"SOS Fanta gerarchia portieri 2026/27: primo. Per il momento c'è Thiam tra i pali del Monza, ma occhio fino all'ultimo al mercato: il club potrebbe prendere un altro portiere per giocarsi la titolarità. Pizzignacco è partito, da capire se arriverà un secondo o un primo. Completa la gerarchia Strajnar.",PRIMO
Monza,Kouadio,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Monza,Delli Carri,2115,TITOLARE,"Probabile XI; ballottaggio con Lucchesi. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Monza,Carboni,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Monza,Birindelli,5838,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Monza,Tourè,,BALLOTTAGGIO,"Si gioca il posto con Birindelli e puo diventare titolare alla lunga. SOS Fanta guida 2026/27, pag. 3.",
Monza,Akinsanmiro,6593,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Monza,Mangas,7485,TITOLARE,"Si gioca il posto sulla fascia sinistra con Azzi. SOS Fanta guida 2026/27, pag. 2.",
Monza,Colpani,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Forson. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Monza,Mota,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Varela. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Monza,Cutrone,,BALLOTTAGGIO,"Puo giocarsi il posto da centravanti ma non e una prima scelta indiscussa. SOS Fanta guida 2026/27, pag. 4.",
Monza,Lucchesi,,BALLOTTAGGIO,"Alternativa in ballottaggio con Delli Carri. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Monza,Forson,,BALLOTTAGGIO,"Alternativa in ballottaggio con Colpani. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Monza,Varela,,TITOLARE,"Parte come centravanti titolare del Monza. SOS Fanta guida 2026/27, pag. 4.",
Monza,Robinson,,RISERVA,"Panchina G1 (55%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026",
Monza,Pessina,2741,TITOLARE,"Intoccabile quando disponibile, ma fuori fino a fine ottobre o inizio novembre. SOS Fanta guida 2026/27, pag. 3.",
Monza,Azzi,,BALLOTTAGGIO,"Contende a Mangas il posto sulla fascia sinistra. SOS Fanta guida 2026/27, pag. 2.",
Napoli,Meret,572,TITOLARE,"SOS Fanta gerarchia portieri 2026/27: primo. Occhio alla gerarchia in porta con l'arrivo di Allegri. Niente più alternanza, l'allenatore lo ha chiarito anche in conferenza: ci sarà un primo e un secondo. E Meret è la prima scelta del nuovo allenatore, con Milinkovic come secondo. A oggi, sarebbe comunque obbligatorio avere entrambi in rosa al fantacalcio per non correre alcun rischio. Completa la gerarchia il terzo Contini.",PRIMO
Napoli,Di Lorenzo,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Napoli,Rrahmani,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Napoli,Beukema,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Buongiorno. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Napoli,Spinazzola,1852,TITOLARE,SOS Fanta guida difensori 2026/27: davanti a Olivera nella gerarchia iniziale. Fonte utente.,
Napoli,De Bruyne,2517,TITOLARE,"Probabile XI; ballottaggio con Anguissa / Vergara. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Napoli,Lobotka,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Napoli,McTominay,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Napoli,Politano,536,BALLOTTAGGIO,"Inizia la stagione da titolare a destra nel tridente di Allegri. SOS Fanta guida 2026/27, pag. 3.",
Napoli,Hojlund,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Napoli,Alisson Santos,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Napoli,Buongiorno,2724,RISERVA,"SOS Fanta guida difensori 2026/27: post menisco, rientro atteso dopo la sosta di novembre. Fonte utente.",
Napoli,Olivera,,BALLOTTAGGIO,"Alternativa in ballottaggio con Spinazzola. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Napoli,Anguissa,4220,BALLOTTAGGIO,"Alternativa in ballottaggio con De Bruyne. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Napoli,Vergara,,BALLOTTAGGIO,"Alternativa in ballottaggio con De Bruyne. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Napoli,Neres,,BALLOTTAGGIO,"Alternativa in ballottaggio con Politano. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Napoli,Milinkovic-Savic V.,2170,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Occhio alla gerarchia in porta con l'arrivo di Allegri. Niente più alternanza, l'allenatore lo ha chiarito anche in conferenza: ci sarà un primo e un secondo. E Meret è la prima scelta del nuovo allenatore, con Milinkovic come secondo. A oggi, sarebbe comunque obbligatorio avere entrambi in rosa al fantacalcio per non correre alcun rischio. Completa la gerarchia il terzo Contini.",SECONDO
Napoli,Badiashile,4664,BALLOTTAGGIO,"Per l'emergenza difensiva si gioca subito il posto. SOS Fanta guida 2026/27, pag. 2.",
Napoli,Gilmour,5131,RISERVA,"E il vice di Lobotka in cabina di regia. SOS Fanta guida 2026/27, pag. 3.",
Napoli,Giovane,7162,RISERVA,"Non sara titolare ed e un jolly nelle rotazioni offensive. SOS Fanta guida 2026/27, pag. 4.",
Napoli,Lucca,6215,RISERVA,"Puo rimanere come vice Hojlund; gerarchia subordinata. SOS Fanta guida 2026/27, pag. 4.",
Parma,Daffara,7411,BALLOTTAGGIO,"SOS Fanta gerarchia portieri 2026/27: primo/secondo. È arrivato Daffara dal mercato, saranno lui e Corvi a giocarsi il posto da titolare visto che Suzuki è andato all'Aston Villa. Corvi leggermente avanti perché ha già lavorato con Cuesta, ma occhio a Daffara: il consiglio al fantacalcio è di prenderli entrambi perché la gerarchia è tutta da scrivere. Il terzo è Mazzocchi.",PRIMO/SECONDO
Parma,Delprato,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Parma,Troilo,7235,TITOLARE,"Concorrenza elevata con Valenti e Ndiaye per una maglia in difesa. SOS Fanta guida 2026/27, pag. 2.",
Parma,Valenti,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Parma,Valeri,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Parma,Keita,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Parma,Nicolussi Caviglia,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Sorensen. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Parma,Bernabé,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Parma,Frigan,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Diallo. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Parma,Romero,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Elphege. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Parma,Tourè,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Parma,Corvi,6662,BALLOTTAGGIO,"SOS Fanta gerarchia portieri 2026/27: primo/secondo. È arrivato Daffara dal mercato, saranno lui e Corvi a giocarsi il posto da titolare visto che Suzuki è andato all'Aston Villa. Corvi leggermente avanti perché ha già lavorato con Cuesta, ma occhio a Daffara: il consiglio al fantacalcio è di prenderli entrambi perché la gerarchia è tutta da scrivere. Il terzo è Mazzocchi.",PRIMO/SECONDO
Parma,Sorensen,,BALLOTTAGGIO,"Alternativa in ballottaggio con Nicolussi Caviglia. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Parma,Diallo,,BALLOTTAGGIO,"Alternativa in ballottaggio con Frigan. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Parma,Elphege,,BALLOTTAGGIO,"Alternativa in ballottaggio con Romero. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Parma,Ndiaye,,BALLOTTAGGIO,"Nella XI indicata per G1; alternativa reale tra difesa e fascia. Fantacalcio.it probabili G1, agg. 22/08/2026",
Roma,Svilar,5841,TITOLARE,"SOS Fanta gerarchia portieri 2026/27: primo. Nessun dubbio sul titolarissimo, che è Svilar. Alle sue spalle c'è Gollini come vice, completa il terzetto De Marzi. In ritiro c'è anche Vasquez, ma salvo clamorose sorprese lascerà la Roma in questa finestra di mercato.",PRIMO
Roma,Mancini,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Roma,N'Dicka,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Roma,Hermoso,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Koulierakis. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Roma,Molina,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Roma,Koné,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Roma,Cristante,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Roma,Wesley,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Roma,Dybala,309,TITOLARE,"Probabile XI; ballottaggio con Castro. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Roma,Mora,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Pellegrini. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Roma,Malen,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Roma,Koulierakis,,BALLOTTAGGIO,"Alternativa in ballottaggio con Hermoso. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Roma,Pellegrini,530,BALLOTTAGGIO,"Alternativa in ballottaggio con Mora. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Roma,Castro,,RISERVA,"Malen e davanti; Castro avra spazio nelle rotazioni e potra giocargli accanto. SOS Fanta guida 2026/27, pag. 4.",
Roma,Pisilli,,RISERVA,"Panchina G1 (55%): alternativa di centrocampo/trequarti. Fantacalcio.it probabili G1, agg. 22/08/2026",
Roma,Rensch,,RISERVA,"Panchina G1 (60%): alternativa difensiva/fascia. Fantacalcio.it probabili G1, agg. 22/08/2026",
Roma,El Aynaoui,6271,RISERVA,"Non e titolare ed entra nelle rotazioni. SOS Fanta guida 2026/27, pag. 3.",
Roma,Lulli,,RISERVA,"Molina e il titolare a destra; Lulli e la giovane alternativa. SOS Fanta guida 2026/27, pag. 2.",
Roma,Soulè,5734,BALLOTTAGGIO,"Se rimane avra spazio nelle rotazioni, con molta concorrenza. SOS Fanta guida 2026/27, pag. 4.",
Sassuolo,Muric,4236,TITOLARE,"SOS Fanta gerarchia portieri 2026/27: primo. A sorpresa, Muric è stato riscattato, nonostante avesse detto apertamente di non voler restare per la stagione 26/27. È lui il titolare della squadra, con Turati vice come nella passata stagione. Il terzo è Satalino.",PRIMO
Sassuolo,Walukiewicz,4374,BALLOTTAGGIO,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Sassuolo,Idzes,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Sassuolo,Leysen,7564,BALLOTTAGGIO,"Probabile XI; ballottaggio con Candè. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Sassuolo,Obrador,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Doig. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Sassuolo,Bakola,7036,TITOLARE,"Probabile XI; ballottaggio con Thorstvedt. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Sassuolo,Matic,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Sassuolo,Adzic,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Lipani. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Sassuolo,Berardi,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Sassuolo,Bowie,7347,TITOLARE,"Ha piu spazio dopo Pinamonti, ma Sebastiano Esposito parte favorito. SOS Fanta guida 2026/27, pag. 4.",
Sassuolo,Laurientè,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Sassuolo,Candè,,BALLOTTAGGIO,"Alternativa in ballottaggio con Leysen. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Sassuolo,Doig,,BALLOTTAGGIO,"Alternativa in ballottaggio con Obrador. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Sassuolo,Thorstvedt,5844,BALLOTTAGGIO,"E indicato come titolare fisso del centrocampo neroverde. SOS Fanta guida 2026/27, pag. 3.",
Sassuolo,Lipani,,BALLOTTAGGIO,"Alternativa in ballottaggio con Adzic. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Sassuolo,Turati,4867,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. A sorpresa, Muric è stato riscattato, nonostante avesse detto apertamente di non voler restare per la stagione 26/27. È lui il titolare della squadra, con Turati vice come nella passata stagione. Il terzo è Satalino.",SECONDO
Sassuolo,Sebastiano Esposito,,TITOLARE,"E favorito su Bowie per il ruolo di centravanti o falso nove. SOS Fanta guida 2026/27, pag. 4.",
Sassuolo,Dominguez B.,6895,RISERVA,"Parte dietro a Lauriente nelle gerarchie. SOS Fanta guida 2026/27, pag. 3.",
Sassuolo,Konè I.,6717,RISERVA,"E fuori per infortunio; al recupero tornera titolare. SOS Fanta guida 2026/27, pag. 3.",
Torino,Mascardi,7457,RISERVA,"SOS Fanta gerarchia portieri 2026/27: secondo. Il titolare arriva dal mercato, si tratta di Perri e ormai manca solo l'ufficialità dopo una lunghissima trattativa. Alle sue spalle c'è Mascardi, a oggi completa il reparto Paleari. Ma la situazione tra secondo e terzo portiere non è ancora definita, occhio al mercato.",SECONDO
Torino,Comuzzo,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Torino,Coco,6642,BALLOTTAGGIO,"E il perno incaricato di guidare la difesa a tre del Torino. SOS Fanta guida 2026/27, pag. 2.",
Torino,Comert,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Torino,Pedersen,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Fortini. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Torino,Gineitis,6170,TITOLARE,"Si gioca un posto a centrocampo e non parte titolare fisso. SOS Fanta guida 2026/27, pag. 3.",
Torino,Fitz-Jim,7535,TITOLARE,"Dovrebbe trovare spazio, ma non e indicato come titolare fisso. SOS Fanta guida 2026/27, pag. 3.",
Torino,Cacciamani,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Torino,Casadei,5888,TITOLARE,"Probabile XI; ballottaggio con Oristanio. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Torino,Vlasic,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Torino,Simeone,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Torino,Ismajli,,BALLOTTAGGIO,"Alternativa in ballottaggio con Coco. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Torino,Fortini,7069,TITOLARE,"Alternativa in ballottaggio con Pedersen. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Torino,Oristanio,,BALLOTTAGGIO,"Alternativa in ballottaggio con Casadei. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Torino,Aboukhlal,,RISERVA,"Panchina G1 (55%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026",
Torino,Adams,,RISERVA,"Panchina G1 (60%): alternativa offensiva. Fantacalcio.it probabili G1, agg. 22/08/2026",
Torino,Zapata D.,608,RISERVA,"Puo giocare con Simeone, ma non garantisce continuita dopo il recupero. SOS Fanta guida 2026/27, pag. 4.",
Udinese,Okoye,6462,TITOLARE,"SOS Fanta gerarchia portieri 2026/27: primo. Confermato Okoye come primo portiere dell'Udinese, non ci sono dubbi su questo. Alle sue spalle c'è il nuovo arrivato Mrozek, l'esperto Padelli diventa il terzo portiere.",PRIMO
Udinese,Bertola,,BALLOTTAGGIO,"Probabile XI; ballottaggio con Palma. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Udinese,Kabasele,,BALLOTTAGGIO,"Non e titolare inamovibile e si gioca il posto con Bertola e Mlacic. SOS Fanta guida 2026/27, pag. 2.",
Udinese,Solet,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Udinese,Vojvoda,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Udinese,Piotrowski,7198,BALLOTTAGGIO,"Probabile XI; ballottaggio con Miller. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Udinese,Karlstrom,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
Udinese,Kamara,,TITOLARE,"Probabile XI senza ballottaggio esplicito. Fantacalcio.it probabili 2026/27, agg. 23/08/2026 09:40",
